delivery,latitude,longitude,outdoor sitting,alcohol,payment types,parking lot,business id,name,state,take out,stars,category,,,,,,,,,
,35.2283649,-80.842652,TRUE,full_bar,,FALSE,1872,City Tavern,NC,TRUE,3,['Seafood', 'Restaurants'],,,,,,,,
FALSE,35.230194,-80.839336,TRUE,full_bar,,FALSE,2011,Rock Bottom Restaurant & Brewery,NC,TRUE,3.5,['Bars', 'American (Traditional)', 'Pubs', 'Nightlife', 'American (New)', 'Restaurants'],,,,
FALSE,35.2244979,-80.84104,FALSE,none,,FALSE,1913,Burger King,NC,TRUE,2.5,['Burgers', 'Restaurants'],,,,,,,,
FALSE,35.22533,-80.8461559,FALSE,none,,,1958,Fujiyama,NC,TRUE,3.5,['Seafood', 'Restaurants'],,,,,,,,
TRUE,35.233802,-80.841672,FALSE,none,,TRUE,2025,Simmons Restaurant,NC,TRUE,3.5,['Southern', 'Restaurants'],,,,,,,,
FALSE,35.230158,-80.8473,TRUE,full_bar,,TRUE,1924,Presto Bar & Grill,NC,TRUE,3,['American (New)', 'Southern', 'Restaurants'],,,,,,,
FALSE,35.225825,-80.846495,TRUE,,,FALSE,1883,China King,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.2244979,-80.84104,FALSE,none,,FALSE,1690,Bojangles,NC,TRUE,4,['Southern', 'Restaurants'],,,,,,,,
,35.2246617,-80.8461455,TRUE,full_bar,,FALSE,1901,Ratcliffe On The Green,NC,TRUE,4,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.2273169,-80.843148,FALSE,none,,FALSE,1808,Salsarita's Fresh Cantina,NC,TRUE,4,['Fast Food', 'Mexican', 'Restaurants'],,,,,,,
,35.228718,-80.8411263,TRUE,full_bar,,FALSE,1933,Monticello Restaurant,NC,,3.5,['Breakfast & Brunch', 'American (New)', 'Southern', 'Restaurants'],,,,,,
FALSE,35.2273178,-80.8401304,TRUE,beer_and_wine,,TRUE,1870,Mert's Heart & Soul,NC,TRUE,4,['Soul Food', 'Southern', 'Restaurants'],,,,,,,
,35.22586,-80.846935,FALSE,full_bar,,FALSE,1936,Brevard Court Sundries,NC,TRUE,3,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.226995,-80.844191,FALSE,none,,FALSE,1914,Jersey Mike's Subs,NC,TRUE,4,['Delis', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,,
FALSE,35.224456,-80.84547,TRUE,full_bar,,FALSE,1843,Mimosa Grill,NC,TRUE,4,['American (New)', 'Southern', 'Restaurants'],,,,,,,
FALSE,35.2238,-80.84461,,,,,1877,Arthurs's At Wachovia,NC,,4,['Restaurants'],,,,,,,,,
FALSE,35.2281289,-80.841488,TRUE,beer_and_wine,,FALSE,1762,Fuel Pizza Cafe,NC,TRUE,2.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.221277,-80.839268,,,,,1838,Showmars Government Center,NC,TRUE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.2281289,-80.841488,TRUE,full_bar,,FALSE,1953,Luce Restaurant & Bar,NC,FALSE,4.5,['Restaurants', 'Italian'],,,,,,,,
FALSE,35.2278131,-80.8414916,FALSE,full_bar,,FALSE,1999,Phil's Deli New York Deli & Tavern,NC,TRUE,3,['Bars', 'Food', 'Beer, Wine & Spirits', 'Delis', 'Nightlife', 'Sports Bars', 'Restaurants'],,
FALSE,35.2283983,-80.8548383,TRUE,full_bar,,TRUE,2001,Hartigan's Irish Pub,NC,TRUE,3,['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants'],,,,,
FALSE,35.2278131,-80.8414916,FALSE,full_bar,,FALSE,1849,Phil's Tavern,NC,TRUE,2.5,['Dive Bars', 'Bars', 'Nightlife', 'Delis', 'Restaurants'],,,,,
FALSE,35.2274621,-80.8388937,TRUE,full_bar,,FALSE,2015,Brixx Wood Fired Pizza,NC,TRUE,3.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.22831377,-80.8419989,TRUE,full_bar,,FALSE,1895,The Capital Grille,NC,TRUE,4.5,['American (Traditional)', 'Steakhouses', 'Seafood', 'Restaurants'],,,,,,
,35.227459,-80.844211,,full_bar,,,1734,Graduate Food & Pub,NC,,3.5,['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants'],,,,,,
FALSE,35.2288659,-80.8413659,TRUE,full_bar,,FALSE,1736,Stool Pigeons Coop & Grill,NC,,3.5,['Bars', 'American (Traditional)', 'Pubs', 'Nightlife', 'Sports Bars', 'Restaurants'],,,,
FALSE,35.2279308,-80.8437189,FALSE,full_bar,,FALSE,1733,Savannah Red,NC,TRUE,4,['Soul Food', 'American (New)', 'Restaurants'],,,,,,,
,35.227415,-80.84523,FALSE,full_bar,,TRUE,1884,Frankie's Italian Grille,NC,FALSE,3.5,['Restaurants', 'Italian'],,,,,,,,
,35.22533,-80.8461559,FALSE,none,,FALSE,1987,Chicks Restaurant,NC,TRUE,4,['American (Traditional)', 'Restaurants'],,,,,,,,
,35.153816,-80.8249249,FALSE,full_bar,,FALSE,1868,Ruby Tuesday Restaurant,NC,TRUE,4,['Burgers', 'American (Traditional)', 'Restaurants'],,,,,,,
FALSE,35.153939,-80.8317551,FALSE,beer_and_wine,,FALSE,2111,Arthur's At Belk,NC,TRUE,4.5,['Food', 'Beer, Wine & Spirits', 'Restaurants'],,,,,,
FALSE,35.176106,-80.799651,TRUE,none,,TRUE,2161,Bruegger's Bagels,NC,TRUE,3,['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants'],,,,,
FALSE,35.2281289,-80.841488,TRUE,full_bar,,FALSE,1719,LaVecchia's Seafood Grille,NC,TRUE,3.5,['Seafood', 'Restaurants'],,,,,,,,
FALSE,35.2278411,-80.8394745,FALSE,full_bar,,FALSE,1798,Cosmos Cafe,NC,TRUE,3,['Bars', 'Sushi Bars', 'Nightlife', 'Lounges', 'American (New)', 'Restaurants'],,,,
,35.22533,-80.8461559,,,,FALSE,1890,Quiznos Sub,NC,,2.5,['Sandwiches', 'Restaurants'],,,,,,,,
,35.2245882,-80.8464606,TRUE,full_bar,,FALSE,1891,Pizzeria Uno,NC,TRUE,2,['Pizza', 'Restaurants'],,,,,,,,
TRUE,35.230441,-80.838086,FALSE,none,,FALSE,1863,Tic Toc Diner & Catering,NC,TRUE,4.5,['Food', 'Coffee & Tea', 'Cafes', 'Diners', 'Restaurants'],,,,,
FALSE,35.233802,-80.841672,FALSE,none,,TRUE,1695,Sub One Hoagie House,NC,TRUE,4.5,['Sandwiches', 'Restaurants'],,,,,,,,
,35.2281675,-80.8381937,TRUE,beer_and_wine,,FALSE,2060,Reid's Fine Foods,NC,TRUE,4,['Food', 'Specialty Food', 'Grocery', 'Southern', 'Restaurants'],,,,,
,35.2279658,-80.8440606,,full_bar,,FALSE,1838,Sonoma Bistro,NC,,3.5,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.2286689,-80.84241,FALSE,full_bar,,FALSE,2145,Latorre's Restaurant,NC,FALSE,4,['Latin American', 'Nightlife', 'Dance Clubs', 'Restaurants'],,,,,,
FALSE,35.225996,-80.847022,TRUE,full_bar,,FALSE,1766,French Quarter,NC,TRUE,3,['French', 'Restaurants'],,,,,,,,
FALSE,35.2246617,-80.8461455,TRUE,full_bar,,FALSE,1991,Aquavina,NC,TRUE,2.5,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.239174,-80.886314,FALSE,none,,TRUE,1932,Gardenia Restaurant,NC,TRUE,4,['Southern', 'Restaurants'],,,,,,,,
,35.145665,-80.9303651,TRUE,none,,FALSE,1933,Bellacino's Pizza and Grinders,NC,TRUE,2.5,['Pizza', 'Sandwiches', 'Restaurants'],,,,,,,
,35.227415,-80.84523,TRUE,full_bar,,,1852,Chili's Grill & Bar,NC,TRUE,2.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.095238,-80.779082,TRUE,,,FALSE,1747,Charlotte Cafe,NC,TRUE,3,['Breakfast & Brunch', 'American (Traditional)', 'Southern', 'Restaurants'],,,,,,
FALSE,35.1629379,-80.8865749,FALSE,beer_and_wine,,TRUE,1981,Sonny's BBQ,NC,TRUE,3.5,['Restaurants', 'Event Planning & Services', 'Barbeque', 'Caterers'],,,,,,
FALSE,35.227392,-80.840592,FALSE,full_bar,,FALSE,1993,Blue Restaurant & Bar,NC,FALSE,3.5,['Wine Bars', 'Bars', 'Mediterranean', 'Nightlife', 'Restaurants'],,,,,
FALSE,35.223866,-80.844683,TRUE,full_bar,,FALSE,1870,Fujo,NC,TRUE,3.5,['Asian Fusion', 'Sushi Bars', 'Restaurants'],,,,,,,
FALSE,35.2126019,-80.833598,,,,,2018,Arby's,NC,TRUE,3,['Burgers', 'Restaurants'],,,,,,,,
FALSE,35.211879,-80.833826,FALSE,none,,TRUE,1740,Austin's Caribbean Cuisine,NC,TRUE,4,['Caribbean', 'Restaurants'],,,,,,,,
FALSE,35.212075,-80.833737,FALSE,,,TRUE,1772,Emperor Chinese Restaurant,NC,TRUE,2,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.216101,-80.822107,FALSE,none,,TRUE,1752,Adams 7th Street Market,NC,TRUE,4,['Delis', 'Restaurants'],,,,,,,,
FALSE,35.206798,-80.8351239,FALSE,full_bar,,TRUE,1764,The Melting Pot,NC,FALSE,4.5,['Fondue', 'Restaurants'],,,,,,,,
FALSE,35.213685,-80.844951,FALSE,none,,TRUE,1984,Art's Barbecue & Deli,NC,TRUE,3,['Barbeque', 'Restaurants'],,,,,,,,
FALSE,35.2093789,-80.8355422,TRUE,full_bar,,TRUE,1895,Mama Ricotta's,NC,TRUE,4,['Restaurants', 'Italian'],,,,,,,,
FALSE,35.213153,-80.818204,TRUE,none,,TRUE,1991,Sub Station II,NC,TRUE,4,['Sandwiches', 'Restaurants'],,,,,,,,
FALSE,35.20664473,-80.83555698,FALSE,beer_and_wine,,TRUE,1949,Maharani Indian Cuisine,NC,TRUE,3,['Pakistani', 'Indian', 'Restaurants'],,,,,,,
FALSE,35.2154777,-80.8285213,FALSE,full_bar,,TRUE,1906,Cuisine Malaya,NC,TRUE,4,['Sushi Bars', 'Malaysian', 'Restaurants'],,,,,,,
FALSE,35.2093789,-80.8355422,FALSE,none,,FALSE,1817,Wok Express Chinese Food,NC,TRUE,3,['Chinese', 'Restaurants'],,,,,,,,
,35.2124,-80.817112,TRUE,none,,FALSE,1892,Jersey Mike's Subs,NC,TRUE,3,['Delis', 'Fast Food', 'Sandwiches', 'Restaurants'],,,,,,
TRUE,35.21565386,-80.82829803,FALSE,full_bar,,TRUE,2032,Red Sea Restaurant & Bar,NC,TRUE,4,['Ethiopian', 'Restaurants'],,,,,,,,
,35.212358,-80.827592,,none,,FALSE,2039,Papa John's Pizza,NC,TRUE,2.5,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.212005,-80.817991,TRUE,none,,TRUE,1899,Showmars Restaurant,NC,TRUE,3.5,['Greek', 'Mediterranean', 'Restaurants'],,,,,,,
FALSE,35.2124,-80.817112,FALSE,none,,TRUE,1982,Cherry House,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.216323,-80.821777,TRUE,none,,TRUE,1933,Snoop's Grill,NC,TRUE,3.5,['Food', 'Ice Cream & Frozen Yogurt', 'American (Traditional)', 'Restaurants'],,,,,,
FALSE,35.214453,-80.828062,FALSE,,,TRUE,1900,Fortune Cookie Chinese Restaurant,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.2140739,-80.826589,FALSE,full_bar,,TRUE,1859,Carpe Diem,NC,TRUE,4.5,['Vegetarian', 'American (New)', 'Restaurants'],,,,,,,
FALSE,35.214525,-80.821084,TRUE,full_bar,,TRUE,1751,Cajun Queen Restaurant,NC,TRUE,4,['Nightlife', 'Jazz & Blues', 'Cajun/Creole', 'Arts & Entertainment', 'Restaurants'],,,,,
TRUE,35.2544169,-80.80088,FALSE,none,,TRUE,1992,Chicken Box Cafe,NC,TRUE,4,['Soul Food', 'Southern', 'Restaurants'],,,,,,,
FALSE,35.26132,-80.81875,FALSE,none,,,1992,The Village,NC,TRUE,3.5,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
,35.250656,-80.827041,,,,,1919,Tatsis Restaurant,NC,,3.5,['Restaurants'],,,,,,,,,
FALSE,35.2687693,-80.8378516,FALSE,beer_and_wine,,FALSE,2008,Bodrick's Bar-B-Q Rib Tips,NC,TRUE,3.5,['Barbeque', 'Restaurants'],,,,,,,,
,35.254958,-80.802188,FALSE,none,,,2063,Burger King,NC,TRUE,2.5,['Burgers', 'Restaurants'],,,,,,,,
FALSE,35.234463,-80.933905,FALSE,full_bar,,TRUE,1864,Ranch House,NC,TRUE,3.5,['Steakhouses', 'Restaurants'],,,,,,,,
,35.19028,-80.930453,FALSE,none,,FALSE,1954,Yorkmont Cafe,NC,TRUE,3,['American (New)', 'Restaurants'],,,,,,,,
FALSE,35.219378,-80.945041,FALSE,none,,FALSE,1971,Burger King,NC,TRUE,1.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.229312,-80.863368,FALSE,full_bar,,TRUE,1878,The World Famous Open Kitchen,NC,TRUE,2.5,['Restaurants', 'Italian'],,,,,,,,
,35.224808,-80.896072,,,,,2110,Floyd's Restaurant 1,NC,,2,['Restaurants'],,,,,,,,,
FALSE,35.238401,-80.884618,FALSE,none,,FALSE,1794,McDonald's,NC,TRUE,1.5,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.2440597,-80.8919965,FALSE,none,,FALSE,2041,Pizza Hut,NC,TRUE,2.5,['Italian', 'Pizza', 'Chicken Wings', 'Restaurants'],,,,,,
FALSE,35.228855,-80.923791,TRUE,none,,TRUE,1882,McDonald's,NC,TRUE,2,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.221112,-80.920249,FALSE,none,,TRUE,1950,Niko's Grill,NC,TRUE,3,['Restaurants'],,,,,,,,,
FALSE,35.228524,-80.914573,FALSE,none,,TRUE,2073,Carolina Family Restaurant,NC,TRUE,4,['Diners', 'Restaurants'],,,,,,,,
,35.246322,-80.8919839,FALSE,full_bar,,FALSE,1885,Tung Hoy Restaurant,NC,TRUE,2,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.2137529,-80.927661,TRUE,none,,TRUE,1942,Mr G's,NC,TRUE,4,['Greek', 'Barbeque', 'Restaurants'],,,,,,,
FALSE,35.24309,-80.889326,FALSE,full_bar,,FALSE,1779,Beauregards,NC,TRUE,3,['Italian', 'American (New)', 'Restaurants'],,,,,,,
FALSE,35.2289648,-80.9259185,FALSE,none,,FALSE,1706,Bojangles Restaurant,NC,TRUE,3.5,['Fast Food', 'Restaurants'],,,,,,,,
FALSE,35.2348251,-80.920439,FALSE,none,,FALSE,1496,Waffle House,NC,TRUE,3.5,['Breakfast & Brunch', 'Restaurants'],,,,,,,,
FALSE,35.24609,-80.893248,FALSE,none,,TRUE,1983,Wendy's,NC,TRUE,1,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.2244894,-80.8891254,TRUE,none,,TRUE,1918,Bar-B-Q King,NC,TRUE,3.5,['Barbeque', 'Restaurants'],,,,,,,,
FALSE,35.256661,-80.896831,FALSE,none,,FALSE,1879,Chicken King Restaurant,NC,TRUE,2.5,['Restaurants'],,,,,,,,,
FALSE,35.089797,-80.86844,FALSE,none,,FALSE,1826,Cicis Pizza,NC,TRUE,3,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.14974032,-80.83334148,TRUE,none,,TRUE,1734,McDonald's,NC,TRUE,3,['Burgers', 'Fast Food', 'Restaurants'],,,,,,,
FALSE,35.14899466,-80.83001018,TRUE,none,,FALSE,1919,Burger King,NC,TRUE,2.5,['Burgers', 'Restaurants'],,,,,,,,
,35.148191,-80.831604,,,,FALSE,1760,Harper's ToGoGo,NC,TRUE,4,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.148108,-80.8318029,TRUE,full_bar,,TRUE,1931,Harper's Restaurant,NC,TRUE,3,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
,35.149547,-80.836587,FALSE,,,,1751,Nick's Cafe,NC,FALSE,3.5,['American (Traditional)', 'Restaurants'],,,,,,,,
FALSE,35.11696593,-80.85756811,TRUE,beer_and_wine,,TRUE,1866,Rusty's Deli & Grille,NC,TRUE,4,['Delis', 'American (Traditional)', 'Sandwiches', 'Restaurants'],,,,,,
FALSE,35.089838,-80.868412,FALSE,full_bar,,TRUE,1827,Monterrey,NC,TRUE,3.5,['Mexican', 'Restaurants'],,,,,,,,
FALSE,35.0929099,-80.8592146,FALSE,beer_and_wine,,TRUE,1735,Taipei South,NC,TRUE,4,['Taiwanese', 'Chinese', 'Restaurants'],,,,,,,
FALSE,35.0922399,-80.858953,FALSE,beer_and_wine,,TRUE,1916,Musashi Japanese Restaurant,NC,TRUE,4,['Japanese', 'Restaurants'],,,,,,,,
FALSE,35.146036,-80.825232,TRUE,beer_and_wine,,TRUE,1972,Dean & Deluca,NC,TRUE,3.5,['Bakeries', 'Food', 'Coffee & Tea', 'Delis', 'Restaurants'],,,,,
FALSE,35.146916,-80.827256,TRUE,full_bar,,TRUE,1768,P F Chang's China Bistro,NC,TRUE,3,['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants'],,,,,,
FALSE,35.146814,-80.827789,TRUE,full_bar,,FALSE,1832,Palm Restaurant,NC,TRUE,3.5,['Seafood', 'Steakhouses', 'Restaurants'],,,,,,,
FALSE,35.1473609,-80.833041,FALSE,full_bar,,TRUE,1916,Baoding,NC,TRUE,3.5,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.14839312,-80.83341645,FALSE,none,,TRUE,2081,Original Pancake House,NC,TRUE,4,['Breakfast & Brunch', 'American (Traditional)', 'Restaurants'],,,,,,,
FALSE,35.157022,-80.875422,TRUE,none,,FALSE,1792,Showmars Emerywood,NC,TRUE,3,['American (New)', 'Restaurants'],,,,,,,,
,35.117274,-80.856801,FALSE,beer_and_wine,,FALSE,1877,Shanghai Restaurant,NC,TRUE,4,['Chinese', 'Restaurants'],,,,,,,,
FALSE,35.145671,-80.825569,TRUE,full_bar,,FALSE,1753,Upstream,NC,TRUE,3.5,['Seafood', 'Sushi Bars', 'Restaurants'],,,,,,,
FALSE,35.093967,-80.865522,TRUE,none,,TRUE,1986,Showmars At Park Cedar,NC,TRUE,4.5,['Greek', 'American (Traditional)', 'Fast Food', 'Restaurants'],,,,,,
,35.170856,-80.745702,,,,,1962,Papa John's Pizza,NC,TRUE,3,['Pizza', 'Restaurants'],,,,,,,,
FALSE,35.172028,-80.746801,TRUE,full_bar,,TRUE,1992,Kabob House,NC,TRUE,3,['Bars', 'Persian/Iranian', 'Middle Eastern', 'Nightlife', 'Hookah Bars', 'Restaurants'],,,,
,35.204011,-80.746165,,,,,1676,Island Grocery,NC,,4,['Food', 'Grocery', 'Caribbean', 'Restaurants'],,,,,,
FALSE,35.183472,-80.756938,,none,,FALSE,1887,McDonald's,NC,,2.5,['Fast Food', 'Restaurants'],,,,,,,,
